Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[525]    0.0    0.00    0.00       1         camlStdlib__marshal__entry [525]
-----------------------------------------------
                0.00    0.00       1/1           camlBin_prot__Size__entry [4494]
[526]    0.0    0.00    0.00       1         camlStdlib__min_1028 [526]
                0.00    0.00       1/1           caml_lessequal [563]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[527]    0.0    0.00    0.00       1         camlStdlib__moreLabels__entry [527]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[528]    0.0    0.00    0.00       1         camlStdlib__nativeint__entry [528]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[529]    0.0    0.00    0.00       1         camlStdlib__obj__entry [529]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[530]    0.0    0.00    0.00       1         camlStdlib__printf__entry [530]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[531]    0.0    0.00    0.00       1         camlStdlib__queue__entry [531]
                0.00    0.00       1/233         caml_fresh_oo_id [381]
-----------------------------------------------
                0.00    0.00       1/1           camlBase__Random__bool_1974 [3201]
[532]    0.0    0.00    0.00       1         camlStdlib__random__bits_1784 [532]
-----------------------------------------------
                0.00    0.00       1/1           camlBase__Random__entry [37]
[533]    0.0    0.00    0.00       1         camlStdlib__random__init_1959 [533]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[534]    0.0    0.00    0.00       1         camlStdlib__scanf__entry [534]
                0.00    0.00       1/1           camlStdlib__scanf__from_ic_1840 [535]
                0.00    0.00       1/233         caml_fresh_oo_id [381]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__scanf__entry [534]
[535]    0.0    0.00    0.00       1         camlStdlib__scanf__from_ic_1840 [535]
                0.00    0.00       1/2365        caml_alloc_string [349]
                0.00    0.00       1/1451        caml_create_bytes [354]
                0.00    0.00       1/5           camlStdlib__buffer__create_1007 [442]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[536]    0.0    0.00    0.00       1         camlStdlib__seq__entry [536]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[537]    0.0    0.00    0.00       1         camlStdlib__set__entry [537]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[538]    0.0    0.00    0.00       1         camlStdlib__stack__entry [538]
                0.00    0.00       1/233         caml_fresh_oo_id [381]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[539]    0.0    0.00    0.00       1         camlStdlib__stream__entry [539]
                0.00    0.00       2/233         caml_fresh_oo_id [381]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[540]    0.0    0.00    0.00       1         camlStdlib__stringLabels__entry [540]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__hashtbl__entry [514]
[541]    0.0    0.00    0.00       1         camlStdlib__string__contains_from_1178 [541]
                0.00    0.00       1/1           camlStdlib__string__index_rec_1130 [543]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[542]    0.0    0.00    0.00       1         camlStdlib__string__entry [542]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__string__contains_from_1178 [541]
[543]    0.0    0.00    0.00       1         camlStdlib__string__index_rec_1130 [543]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[544]    0.0    0.00    0.00       1         camlStdlib__uchar__entry [544]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[545]    0.0    0.00    0.00       1         camlStdlib__weak__entry [545]
-----------------------------------------------
                0.00    0.00       1/1           caml_init_major_heap [561]
[546]    0.0    0.00    0.00       1         caml_alloc_for_heap [546]
                0.00    0.00       1/422         caml_stat_alloc_noexc [371]
-----------------------------------------------
                0.00    0.00       1/1           camlBase__Float__classify_4059 [1318]
[547]    0.0    0.00    0.00       1         caml_classify_float_unboxed [547]
-----------------------------------------------
                0.00    0.00       1/1           caml_sys_open [584]
[548]    0.0    0.00    0.00       1         caml_convert_flag_list [548]
-----------------------------------------------
                0.00    0.00       1/1           caml_startup_common [578]
[549]    0.0    0.00    0.00       1         caml_debugger_init [549]
-----------------------------------------------
                0.00    0.00       1/1           caml_startup_common [578]
[550]    0.0    0.00    0.00       1         caml_executable_name [550]
                0.00    0.00       1/396         caml_stat_alloc [373]
-----------------------------------------------
                0.00    0.00       1/1           caml_startup_common [578]
[551]    0.0    0.00    0.00       1         caml_ext_table_add [551]
-----------------------------------------------
                0.00    0.00       1/1           caml_startup_common [578]
[552]    0.0    0.00    0.00       1         caml_ext_table_init [552]
                0.00    0.00       1/396         caml_stat_alloc [373]
-----------------------------------------------
                0.00    0.00       1/1           camlStdlib__bytes__make_1014 [498]
[553]    0.0    0.00    0.00       1         caml_fill_bytes [553]
-----------------------------------------------
                0.00    0.00       1/1           caml_empty_minor_heap [41]
[554]    0.0    0.00    0.00       1         caml_finalize_channel [554]
                0.00    0.00       1/16          caml_stat_free [420]
